train.py --algo a2c --env MiniGrid-ConfigWorld-v0 --model Model1 --save-interval 10 --frames 100000

Namespace(algo='a2c', env='MiniGrid-ConfigWorld-v0', model='Model1', seed=1, log_interval=1, save_interval=10, procs=16, frames=100000, epochs=4, batch_size=256, frames_per_proc=None, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False, mem=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 16, kernel_size=(2, 2), stride=(1, 1))
    (1): ReLU()
    (2): MaxPool2d(kernel_size=(2, 2), stride=(2, 2), padding=0, dilation=1, ceil_mode=False)
    (3): Conv2d(16, 32, kernel_size=(2, 2), stride=(1, 1))
    (4): ReLU()
    (5): Conv2d(32, 64, kernel_size=(2, 2), stride=(1, 1))
    (6): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=64, out_features=64, bias=True)
    (1): Tanh()
    (2): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

U 1 | F 000128 | FPS 0069 | D 1 | Reward:米考mM -0.12 0.33 -1.00 0.00 |  entropy 1.911 | value -0.091 | policy_loss -0.070 | value_loss 0.041 | grad_norm 0.232
U 2 | F 000256 | FPS 4572 | D 1 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.771 | value -0.779 | policy_loss -0.325 | value_loss 0.319 | grad_norm 1.971
U 3 | F 000384 | FPS 3413 | D 1 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.592 | value -2.519 | policy_loss -0.142 | value_loss 0.244 | grad_norm 0.912
U 4 | F 000512 | FPS 3879 | D 1 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.368 | value -2.857 | policy_loss 0.204 | value_loss 0.061 | grad_norm 1.157
U 5 | F 000640 | FPS 4000 | D 2 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.537 | value -1.223 | policy_loss 0.108 | value_loss 0.055 | grad_norm 0.481
U 6 | F 000768 | FPS 4490 | D 2 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.611 | value -0.415 | policy_loss 0.036 | value_loss 0.013 | grad_norm 0.145
U 7 | F 000896 | FPS 4129 | D 2 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.513 | value -0.242 | policy_loss 0.000 | value_loss 0.002 | grad_norm 0.028
U 8 | F 001024 | FPS 3879 | D 2 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.587 | value -0.236 | policy_loss -0.020 | value_loss 0.002 | grad_norm 0.065
U 9 | F 001152 | FPS 4063 | D 2 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.620 | value -0.440 | policy_loss 0.037 | value_loss 0.001 | grad_norm 0.117
U 10 | F 001280 | FPS 4267 | D 2 | Reward:米考mM -0.19 0.39 -1.00 0.00 |  entropy 1.721 | value -0.144 | policy_loss 0.033 | value_loss 0.002 | grad_norm 0.080
Status saved
