D:\Code\lamda1_serve\RLABL\scripts\multi_train.py --algo ppo --env MiniGrid-ConfigWorld-v0 --model 8 --save-interval 10 --frames 80000

Namespace(algo='ppo', env='MiniGrid-ConfigWorld-v0', model='8', seed=1, log_interval=1, save_interval=10, procs=1, frames=80000, epochs=4, batch_size=256, frames_per_proc=128, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(12, 12), stride=(6, 6))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(9, 9), stride=(4, 4))
    (3): ReLU()
    (4): Conv2d(64, 128, kernel_size=(3, 3), stride=(2, 2))
    (5): ReLU()
    (6): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1))
    (7): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): Tanh()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): Tanh()
    (4): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): Tanh()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): Tanh()
    (4): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

Optimizer loaded

Optimizer loaded

U 1 | F 000128 | FPS 0036 | D 3 | Reward:米考mM 0.46 1.55 -1.00 2.78 | policy_loss ['0.322', 'None', '0.183'] | value_loss ['7.337', 'None', '10.066'] 
U 2 | F 000256 | FPS 0122 | D 4 | Reward:米考mM 1.34 0.34 1.00 1.69 | policy_loss ['-0.452', 'None', '-1.048'] | value_loss ['0.208', 'None', '1.695'] 
U 3 | F 000384 | FPS 0121 | D 5 | Reward:米考mM 0.00 1.07 -2.00 2.00 | policy_loss ['-1.191', '0.583', '-0.064'] | value_loss ['0.769', '0.859', '0.012'] 
U 4 | F 000512 | FPS 0125 | D 6 | Reward:米考mM -0.01 0.15 -1.00 1.00 | policy_loss ['None', 'None', '-0.642'] | value_loss ['None', 'None', '0.223'] 
U 5 | F 000640 | FPS 0095 | D 8 | Reward:米考mM -0.02 0.29 -1.00 1.00 | policy_loss ['-1.022', 'None', '-0.264'] | value_loss ['0.764', 'None', '0.015'] 
U 6 | F 000768 | FPS 0126 | D 9 | Reward:米考mM -0.04 0.34 -1.00 1.00 | policy_loss ['-0.159', 'None', '0.248'] | value_loss ['0.074', 'None', '0.107'] 
U 7 | F 000896 | FPS 0124 | D 10 | Reward:米考mM 0.05 0.27 -0.95 1.00 | policy_loss ['-0.144', 'None', '0.084'] | value_loss ['0.010', 'None', '0.022'] 
U 8 | F 001024 | FPS 0144 | D 11 | Reward:米考mM -0.02 0.12 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 9 | F 001152 | FPS 0145 | D 11 | Reward:米考mM -0.05 0.21 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 10 | F 001280 | FPS 0098 | D 13 | Reward:米考mM 0.00 0.32 -1.92 1.00 | policy_loss ['0.101', 'None', '-0.101'] | value_loss ['0.109', 'None', '0.003'] 
Status saved
U 11 | F 001408 | FPS 0146 | D 14 | Reward:米考mM -0.01 0.15 -1.00 1.00 | policy_loss ['None', 'None', '-0.016'] | value_loss ['None', 'None', '0.003'] 
U 12 | F 001536 | FPS 0149 | D 14 | Reward:米考mM -0.03 0.17 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 13 | F 001664 | FPS 0127 | D 15 | Reward:米考mM 0.00 0.18 -1.00 1.00 | policy_loss ['-0.098', 'None', '0.057'] | value_loss ['0.037', 'None', '0.000'] 
U 14 | F 001792 | FPS 0113 | D 17 | Reward:米考mM -0.01 0.15 -1.00 1.00 | policy_loss ['0.029', 'None', '-0.007'] | value_loss ['0.001', 'None', '0.005'] 
U 15 | F 001920 | FPS 0145 | D 18 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 16 | F 002048 | FPS 0143 | D 18 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 17 | F 002176 | FPS 0138 | D 19 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 18 | F 002304 | FPS 0104 | D 21 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 19 | F 002432 | FPS 0144 | D 21 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 20 | F 002560 | FPS 0148 | D 22 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
Status saved
U 21 | F 002688 | FPS 0146 | D 23 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 22 | F 002816 | FPS 0118 | D 24 | Reward:米考mM 0.02 0.12 0.00 1.00 | policy_loss ['-0.015', 'None', '-0.082'] | value_loss ['0.001', 'None', '0.002'] 
U 23 | F 002944 | FPS 0131 | D 25 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 24 | F 003072 | FPS 0142 | D 26 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 25 | F 003200 | FPS 0143 | D 27 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 26 | F 003328 | FPS 0139 | D 28 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 27 | F 003456 | FPS 0135 | D 29 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 28 | F 003584 | FPS 0122 | D 30 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 29 | F 003712 | FPS 0142 | D 31 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 30 | F 003840 | FPS 0138 | D 32 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
Status saved
U 31 | F 003968 | FPS 0138 | D 33 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 32 | F 004096 | FPS 0120 | D 34 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 33 | F 004224 | FPS 0142 | D 35 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 34 | F 004352 | FPS 0143 | D 36 | Reward:米考mM -0.01 0.09 -1.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 35 | F 004480 | FPS 0137 | D 37 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 36 | F 004608 | FPS 0118 | D 38 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 37 | F 004736 | FPS 0147 | D 39 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 38 | F 004864 | FPS 0156 | D 39 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 39 | F 004992 | FPS 0144 | D 40 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 40 | F 005120 | FPS 0144 | D 41 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
Status saved
U 41 | F 005248 | FPS 0120 | D 42 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['None', 'None', 'None'] | value_loss ['None', 'None', 'None'] 
U 42 | F 005376 | FPS 0142 | D 43 | Reward:米考mM 0.01 0.09 0.00 1.00 | policy_loss ['0.009', 'None', 'None'] | value_loss ['0.001', 'None', 'None'] 
U 43 | F 005504 | FPS 0127 | D 44 | Reward:米考mM 0.06 0.23 0.00 1.00 | policy_loss ['-0.008', 'None', '-0.023'] | value_loss ['0.000', 'None', '0.002'] 
U 44 | F 005632 | FPS 0131 | D 45 | Reward:米考mM 0.02 0.12 0.00 1.00 | policy_loss ['0.007', 'None', '0.052'] | value_loss ['0.000', 'None', '0.001'] 
U 45 | F 005760 | FPS 0117 | D 46 | Reward:米考mM 0.03 0.17 0.00 1.00 | policy_loss ['-0.008', 'None', '0.011'] | value_loss ['0.000', 'None', '0.001'] 
