D:\Code\lamda1_serve\RLABL\scripts\multi_train.py --algo ppo --env MiniGrid-ConfigWorld-v0 --model 7 --save-interval 10 --frames 160000

Namespace(algo='ppo', env='MiniGrid-ConfigWorld-v0', model='7', seed=1, log_interval=1, save_interval=10, procs=1, frames=160000, epochs=4, batch_size=256, frames_per_proc=256, discount=0.99, lr=0.001, gae_lambda=0.95, entropy_coef=0.01, value_loss_coef=0.5, max_grad_norm=0.5, optim_eps=1e-08, optim_alpha=0.99, clip_eps=0.2, recurrence=1, text=False)

Device: cuda

Environments loaded

Training status loaded

Observations preprocessor loaded
Model loaded

ACModel(
  (image_conv): Sequential(
    (0): Conv2d(3, 32, kernel_size=(12, 12), stride=(6, 6))
    (1): ReLU()
    (2): Conv2d(32, 64, kernel_size=(9, 9), stride=(4, 4))
    (3): ReLU()
    (4): Conv2d(64, 128, kernel_size=(3, 3), stride=(2, 2))
    (5): ReLU()
    (6): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1))
    (7): ReLU()
  )
  (actor): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): Tanh()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): Tanh()
    (4): Linear(in_features=64, out_features=7, bias=True)
  )
  (critic): Sequential(
    (0): Linear(in_features=2304, out_features=512, bias=True)
    (1): Tanh()
    (2): Linear(in_features=512, out_features=64, bias=True)
    (3): Tanh()
    (4): Linear(in_features=64, out_features=1, bias=True)
  )
)

Optimizer loaded

Optimizer loaded

Optimizer loaded

U 1 | F 000256 | FPS 0083 | D 3 | Reward:米考mM -0.50 0.50 -1.00 0.00 | policy_loss ['0.095', 'None', 'None'] | value_loss ['9.373', 'None', 'None'] 
U 2 | F 000512 | FPS 0253 | D 4 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.370', 'None', 'None'] | value_loss ['0.162', 'None', 'None'] 
U 3 | F 000768 | FPS 0232 | D 5 | Reward:米考mM 3.00 0.00 3.00 3.00 | policy_loss ['-0.437', '-0.008', 'None'] | value_loss ['0.209', '4.223', 'None'] 
U 4 | F 001024 | FPS 0200 | D 6 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.245', 'None', 'None'] | value_loss ['0.058', 'None', 'None'] 
U 5 | F 001280 | FPS 0154 | D 8 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.168', 'None', 'None'] | value_loss ['0.003', 'None', 'None'] 
U 6 | F 001536 | FPS 0243 | D 9 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.128', 'None', 'None'] | value_loss ['0.008', 'None', 'None'] 
U 7 | F 001792 | FPS 0248 | D 10 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.091', 'None', 'None'] | value_loss ['0.005', 'None', 'None'] 
U 8 | F 002048 | FPS 0240 | D 11 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.066', 'None', 'None'] | value_loss ['0.003', 'None', 'None'] 
U 9 | F 002304 | FPS 0236 | D 12 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.050', 'None', 'None'] | value_loss ['0.001', 'None', 'None'] 
U 10 | F 002560 | FPS 0216 | D 13 | Reward:米考mM 1.00 1.00 0.00 2.00 | policy_loss ['-0.099', '1.104', 'None'] | value_loss ['0.028', '1.177', 'None'] 
Status saved
U 11 | F 002816 | FPS 0147 | D 15 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.011', 'None', 'None'] | value_loss ['0.000', 'None', 'None'] 
U 12 | F 003072 | FPS 0200 | D 16 | Reward:米考mM 0.00 0.00 0.00 0.00 | policy_loss ['-0.007', 'None', 'None'] | value_loss ['0.000', 'None', 'None'] 
