update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
1,256,77.899983567422,3,0.7857142857142857,2.425418120907092,-1.0,5.0,"['0.336', '0.342', '0.357']","['3.634', '4.331', '6.543']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
2,512,187.17641749191975,4,0.6666666666666666,1.699673171197595,-1.0,3.0,"['-0.600', '-0.408', 'None']","['0.118', '0.231', 'None']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
3,768,208.76608901289976,5,3.0,0.0,3.0,3.0,"['-0.452', '-0.192', 'None']","['0.093', '0.020', 'None']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
4,1024,157.03255625939826,7,3.0,0.0,3.0,3.0,"['-0.301', '-0.131', 'None']","['0.022', '0.016', 'None']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
5,1280,209.94310307947572,8,0.0,1.6035674514745464,-1.0,3.0,"['0.050', '-0.049', 'None']","['0.020', '0.012', 'None']",-1.0,0.0,-1.0,-1.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
6,1536,188.44168012459096,10,6.0,0.0,6.0,6.0,"['-0.212', '0.011', '-0.210']","['0.032', '0.078', '0.506']",0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,policy_loss,value_loss,return_mean,return_std,return_min,return_max
